stageLength,stageWidth,min_possible_time,max_time_steps,number_of_actors,adjacency_dependency,stubbornness,plan_follower,skill,complete?,Steps Taken,Efficacy,idleness_actor1,idleness_actor2,idleness_actor3,idleness_actor4,idleness_actor5
1,1,1,1,1,yes,0,yes,1,1,1,100.0,0.0
1,1,1,2,1,yes,0,yes,1,1,1,100.0,0.0
1,1,1,3,1,yes,0,yes,1,1,1,100.0,0.0
1,1,1,4,1,yes,0,yes,1,1,1,100.0,0.0
1,1,1,5,1,yes,0,yes,1,1,1,100.0,0.0
1,1,1,1,2,yes,0,yes,1,1,1,100.0,0.0,100.0
1,1,1,2,2,yes,0,yes,1,1,1,100.0,0.0,100.0
1,1,1,3,2,yes,0,yes,1,1,1,100.0,0.0,100.0
1,1,1,4,2,yes,0,yes,1,1,1,100.0,0.0,100.0
1,1,1,5,2,yes,0,yes,1,1,1,100.0,0.0,100.0
1,1,1,1,3,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0
1,1,1,2,3,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0
1,1,1,3,3,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0
1,1,1,4,3,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0
1,1,1,5,3,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0
1,1,1,1,4,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0,100.0
1,1,1,2,4,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0,100.0
1,1,1,3,4,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0,100.0
1,1,1,4,4,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0,100.0
1,1,1,5,4,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0,100.0
1,1,1,1,5,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0,100.0,100.0
1,1,1,2,5,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0,100.0,100.0
1,1,1,3,5,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0,100.0,100.0
1,1,1,4,5,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0,100.0,100.0
1,1,1,5,5,yes,0,yes,1,1,1,100.0,0.0,100.0,100.0,100.0,100.0
1,2,2,2,1,yes,0,yes,1,1,2,100.0,0.0
1,2,2,3,1,yes,0,yes,1,1,2,100.0,0.0
1,2,2,4,1,yes,0,yes,1,1,2,100.0,0.0
1,2,2,5,1,yes,0,yes,1,1,2,100.0,0.0
1,2,1,1,2,yes,0,yes,1,1,1,100.0,0.0,0.0
1,2,1,2,2,yes,0,yes,1,1,1,100.0,0.0,0.0
1,2,1,3,2,yes,0,yes,1,1,1,100.0,0.0,0.0
1,2,1,4,2,yes,0,yes,1,1,1,100.0,0.0,0.0
1,2,1,5,2,yes,0,yes,1,1,1,100.0,0.0,0.0
1,2,1,1,3,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0
1,2,1,2,3,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0
1,2,1,3,3,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0
1,2,1,4,3,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0
1,2,1,5,3,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0
1,2,1,1,4,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0,100.0
1,2,1,2,4,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0,100.0
1,2,1,3,4,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0,100.0
1,2,1,4,4,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0,100.0
1,2,1,5,4,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0,100.0
1,2,1,1,5,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0,100.0,100.0
1,2,1,2,5,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0,100.0,100.0
1,2,1,3,5,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0,100.0,100.0
1,2,1,4,5,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0,100.0,100.0
1,2,1,5,5,yes,0,yes,1,1,1,100.0,0.0,0.0,100.0,100.0,100.0
1,3,3,3,1,yes,0,yes,1,1,3,100.0,0.0
1,3,3,4,1,yes,0,yes,1,1,3,100.0,0.0
1,3,3,5,1,yes,0,yes,1,0,5,0,60.0
1,3,2,2,2,yes,0,yes,1,1,2,100.0,50.0,0.0
1,3,2,3,2,yes,0,yes,1,1,2,100.0,0.0,50.0
1,3,2,4,2,yes,0,yes,1,1,2,100.0,0.0,50.0
1,3,2,5,2,yes,0,yes,1,1,2,100.0,50.0,0.0
1,3,1,1,3,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0
1,3,1,2,3,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0
1,3,1,3,3,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0
1,3,1,4,3,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0
1,3,1,5,3,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0
1,3,1,1,4,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,100.0
1,3,1,2,4,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,100.0
1,3,1,3,4,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,100.0
1,3,1,4,4,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,100.0
1,3,1,5,4,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,100.0
1,3,1,1,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,100.0,100.0
1,3,1,2,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,100.0,100.0
1,3,1,3,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,100.0,100.0
1,3,1,4,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,100.0,100.0
1,3,1,5,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,100.0,100.0
1,4,4,4,1,yes,0,yes,1,1,4,100.0,0.0
1,4,4,5,1,yes,0,yes,1,1,4,100.0,0.0
1,4,2,2,2,yes,0,yes,1,1,2,100.0,0.0,0.0
1,4,2,3,2,yes,0,yes,1,1,3,66.66666666666666,66.66666666666666,0.0
1,4,2,4,2,yes,0,yes,1,1,3,66.66666666666666,0.0,66.66666666666666
1,4,2,5,2,yes,0,yes,1,1,2,100.0,0.0,0.0
1,4,2,2,3,yes,0,yes,1,0,2,0,50.0,50.0,50.0
1,4,2,3,3,yes,0,yes,1,0,3,0,66.66666666666666,66.66666666666666,66.66666666666666
1,4,2,4,3,yes,0,yes,1,0,4,0,75.0,75.0,75.0
1,4,2,5,3,yes,0,yes,1,1,2,100.0,50.0,50.0,0.0
1,4,1,1,4,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0
1,4,1,2,4,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0
1,4,1,3,4,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0
1,4,1,4,4,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0
1,4,1,5,4,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0
1,4,1,1,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0,100.0
1,4,1,2,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0,100.0
1,4,1,3,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0,100.0
1,4,1,4,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0,100.0
1,4,1,5,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0,100.0
1,5,5,5,1,yes,0,yes,1,0,5,0,60.0
1,5,3,3,2,yes,0,yes,1,1,3,100.0,0.0,33.33333333333333
1,5,3,4,2,yes,0,yes,1,1,4,75.0,75.0,0.0
1,5,3,5,2,yes,0,yes,1,0,5,0,60.0,60.0
1,5,2,2,3,yes,0,yes,1,0,2,0,0.0,50.0,50.0
1,5,2,3,3,yes,0,yes,1,1,2,100.0,0.0,50.0,0.0
1,5,2,4,3,yes,0,yes,1,0,4,0,75.0,75.0,50.0
1,5,2,5,3,yes,0,yes,1,0,5,0,60.0,80.0,80.0
1,5,2,2,4,yes,0,yes,1,0,2,0,50.0,50.0,50.0,50.0
1,5,2,3,4,yes,0,yes,1,1,2,100.0,50.0,50.0,0.0,50.0
1,5,2,4,4,yes,0,yes,1,0,4,0,75.0,75.0,75.0,75.0
1,5,2,5,4,yes,0,yes,1,0,5,0,80.0,80.0,80.0,80.0
1,5,1,1,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0,0.0
1,5,1,2,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0,0.0
1,5,1,3,5,yes,0,yes,1,1,1,100.0,0.0,0.0,0.0,0.0,0.0
